question_id,claim,verdict,confidence,evidence_source,evidence_text
11,"PM-KISAN scheme ke hisaab se, agar aapka naam portal par upload ho gaya hai, to aapko us 4-monthly period ke liye installment mil sakta hai",SUPPORTED,0.98,PM-KISAN,"[PM-KISAN] If a farmer registered under the Scheme does not receive any installment in any 4-monthly period for any reason, whether he / she will be able to receive the same later on? Yes. The beneficiaries, whose names are uploaded on P[\/-Kisan portal by the concerned State / UT Governments in a particular 4-monthly period, shall be entitled to receive the benefit for that period with effect from that 4-monthly period itself. lf they do not receive the payment of installment pertaining to that 4-monthly period and subsequent installments for any reason, except due to rejection for falling within the exclusion criteria, they are entitled to receive the benefits of all the due installments as and when the cause of delay is removed / resolved. For example, if an eligible farmer's name has been uploaded on the PIV-KISAN portal by the State / UT Government during the 4-monthly period of December. 2018 - l\/arch, 2019, he/she is entitled to get the installment pertaining to December, 2018 - lVarch, 20'19 period, and also all subsequent installments. Further. if the eligible farmer's name is uploaded on the PIV- KISAN portal during the 4-monthly period of April-July, 2019, he/she is entitled to get the installment pertarning to April-July, 2019 period and also all subsequent installments. lVlany beneficiaries, who have received installments pertaining to December, 2018 - IMarch, 2019 period and April-July, 2019 period were not able to receive the installment pertaining to August,-November, 2019 period. The reason for this delay was the mandatory requirement of release of all installments pertaining to the 4-monthly period August-November, 2019 and onwards only on the basis of Aadhaar seeded data of beneficiaries. This work of Aadhaar seeding of data of beneficiaries had not been completed by many State / UT Governments. Therefore, the Central Government uirement till 30th November, 2019. The State / UTrelaxed this mandato re I Governments are required to complete the work of Aadhaar seeding of 100% beneficiaries by 30th November, 2019, so that the beneficiaries are able to receive the installment pertaining to the 4-monthly period of December, 2019 - March, 2020, and all subsequent installments. Beneficiaries in the States of Assam, Meghalaya and J&K (now UTs of J&K and Laddakh) have been exempted from all Aadhaar related requirements till 31't IVIarch, 2020, by which time these States are also required to complete the process of Aadhaar enrollment of all eligible farmers as well as Aadhaar seeding of their data under this Scheme.
---
[PM-KISAN] Who are not eligible to get benefits under the Scheme? (What are the Exclusion Criteria under the Scheme?) Under the PM-KISAN scheme, all landholding farmers' famities shall be provided the financial benefit of Rs.6000/- per annum per family payable in three equal installments of Rs.2000/- each, every four months."
11,agle installments bhi mil sakte hain jab tak ki delay ka kaaran resolve ho jaye,SUPPORTED,0.97,PM-KISAN,"[PM-KISAN] If a farmer registered under the Scheme does not receive any installment in any 4-monthly period for any reason, whether he / she will be able to receive the same later on? Yes. The beneficiaries, whose names are uploaded on P[\/-Kisan portal by the concerned State / UT Governments in a particular 4-monthly period, shall be entitled to receive the benefit for that period with effect from that 4-monthly period itself. lf they do not receive the payment of installment pertaining to that 4-monthly period and subsequent installments for any reason, except due to rejection for falling within the exclusion criteria, they are entitled to receive the benefits of all the due installments as and when the cause of delay is removed / resolved. For example, if an eligible farmer's name has been uploaded on the PIV-KISAN portal by the State / UT Government during the 4-monthly period of December. 2018 - l\/arch, 2019, he/she is entitled to get the installment pertaining to December, 2018 - lVarch, 20'19 period, and also all subsequent installments. Further. if the eligible farmer's name is uploaded on the PIV- KISAN portal during the 4-monthly period of April-July, 2019, he/she is entitled to get the installment pertarning to April-July, 2019 period and also all subsequent installments. lVlany beneficiaries, who have received installments pertaining to December, 2018 - IMarch, 2019 period and April-July, 2019 period were not able to receive the installment pertaining to August,-November, 2019 period. The reason for this delay was the mandatory requirement of release of all installments pertaining to the 4-monthly period August-November, 2019 and onwards only on the basis of Aadhaar seeded data of beneficiaries. This work of Aadhaar seeding of data of beneficiaries had not been completed by many State / UT Governments. Therefore, the Central Government uirement till 30th November, 2019. The State / UTrelaxed this mandato re I Governments are required to complete the work of Aadhaar seeding of 100% beneficiaries by 30th November, 2019, so that the beneficiaries are able to receive the installment pertaining to the 4-monthly period of December, 2019 - March, 2020, and all subsequent installments. Beneficiaries in the States of Assam, Meghalaya and J&K (now UTs of J&K and Laddakh) have been exempted from all Aadhaar related requirements till 31't IVIarch, 2020, by which time these States are also required to complete the process of Aadhaar enrollment of all eligible farmers as well as Aadhaar seeding of their data under this Scheme.
---
[PM-KISAN] Micro land holdings, which are not cultivable, are excluded from the benefit under the scheme."
12,"PM-KISAN ke liye aapko name, age, gender, category (SC/ST), Aadhaar number (Assam, Meghalaya, J&K ke alawa), bank account number, IFSC code",SUPPORTED,0.96,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] 8. Setting up of Project Monitoring Unit (PMU) 8.1 A Project Monitoring Unit (PMU) at Central level will be set up in the Department of Agriculture, Cooperation & Farmers Welfare (DAC&FW) in the form of a Society registered under the Societies Registration Act, 1860. This PMU shall be tasked with the responsibility of overall monitoring of the scheme and shall be headed by Chief Executive Officer (CEO). PMU shall also undertake publicity campaign (Information, Education and Communication-IEC). 8.2 Each State / UT Government will designate a Nodal Department for implementation of the scheme and coordinating with Central Government with regard to implementation of Income Support Scheme. 8.3 On the lines of PMU at central level, States / UTs may consider setting up dedicated Project Monitoring Units at State / UT Level. 0.125% for the amount of installments transferred to beneficiaries can be transferred by Central Government to State / UT Government to cover the expenditure on their PMUs, if established and for meeting other related administrative expenses including cost to be incurred for procurement of stationary, field verification, filling of prescribed formats, their certification and its uploading as well as incentive for field functionaries, publicity, etc. States / UTs will furnish the details of the account to which Administrative Charges are credited by the Central Government. The administrative charges payable to the States / UTs will be provided by Government of India based on the volume of work and the number of beneficiaries. 9. PM-Kisan Portal for implementation of the scheme (Beneficiary Details uploading by State) 9.1 Beneficiaries under the scheme are to be identified by the respective State and Union Territory. The details of farmers are being maintained by the States / UTs either in electronic form or in manual register. To make integrated platform available in the country to assist in benefit transfer, a platform named PM-Kisan Portal available at URL (http://pmkisan.gov.in) has been be launched for uploading the farmers’ details at a single web-portal in a uniform structure. 9.2 The PM-Kisan Portal has been created with the following objectives - i) To provide verified and single source of truth on farmers’ details at the portal. ii) Timely assistance to the farmers in farm operation iii) A unified e-platform for transferring of cash benefits into farmer’s bank account through Public Financial Management System (PFMS) integration. iv) Location wise availability of benefited farmers’ list. v) Ease of monitoring across the country on fund transaction details. 9.3 PM-Kisan Portal : The following farmer attributes need to be entered in the Portal: Farmer Attributes: (Essential): State, District, Sub-District/Block, Village, Farmer Name, Type of Identity – Aadhaar Number and in case Aadhaar not available, Aadhaar enrollment number with any other ID proof like Voter ID etc, Gender, Category, IFSC Code, Bank Account Number. Farmer Attributes (Optional): Father name, Address, Mobile Number, Date of Birth/Age, Farm-Size in Hectare, Survey Number, Khasra Number Optional attributes such as Mobile number can be utilized for SMS alerts. Other optional attributes may be used for purpose of future requirement.  However, these attributes are not essential for purpose of transfer of money. These attributes are illustrated on PM-KISAN Portal http://pmkisan.gov.in as follows 9.4 There are 3 ways through which a State / UT can onboard on the PM Kisan Portal: (a) If a State / UT has village / district wise list of farmers, they may upload the same in a pre-defined format and with the help of local NIC State Unit. (b) Some existing data of farmers is already available on the PM-Kisan Portal which will be visible on selection of States / Districts / Village. States / UTs which do not have their own list may use this village-wise list of farmers as provided on the portal and edit the same to finalize the farmers’ list. For this the correction window shall be available at PM-Kisan portal for authorized users of District and Block officials. (c) If States / UTs want to make fresh entry of a farmer, provision is there for registration of these farmers in a defined and standardized format. 9.5  Databases of Pradhan Mantri Fasal Bima Yojana (PMFBY), Soil Health Cards, Socio Economic and Caste Census (SECC) can also be utilized for this purpose. State/UT wise status of number of farmer records shall be available at http://pmkisan.gov.in. 9.6  Records preparation process through PM-KISAN Portal: 1. State-admin and District-admin need to be identified for creation of login credentials or approval of login credentials in case of self-registration by District and Block / Tehsil / Taluka officials. 2. Farmers list as available on the portal shall be available at Block / Tehsil / Taluka level official’s login. 3. Search facility will also be available to get details on Farmers by Name, Aadhaar Number or Mobile Number in case PM-KISAN Portal data is being used. Facility to add new farmers’ details shall be available, if details are not found in the list. 4. The verified list shall be e-signed by the District level or block / tehsil / taluka level officials as the case may be. The exclusion categories specified in scheme guidelines also need to be taken care before e-signing the verified farmers list. 5. The States Nodal Officer shall submit a district wise e-Signed list of farmers to the Program Division of DAC&FW through PM-Kisan Portal."
12,"kuchh anya identification documents jaise ki driving licence, voter ID card, NREGA job card chahiye",SUPPORTED,0.97,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] 6. Strategy for Implementation 6.1 The States shall prepare database of eligible beneficiary land holder farmer families in the villages capturing the Name, Age, Gender, Category (SC/ST), Aadhaar Number, Bank Account Number and the Mobile Number of the beneficiaries. Responsibility of identifying the land holder farmer family eligible for benefit under the scheme shall be of the State / UT Government. In case of beneficiaries in States of Assam, Meghalaya, J&K where Aadhaar number has not been issued to most of the citizens, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents such as Driving Licence, Voters’ ID Card, NREGA Job Card, or any other identification documents issued by Central / State / UT Governments or their authorities, etc. can be collected for identity verification purposes. These three States have been exempted from the requirement of Aadhaar number till 31.3.2021. In the meantime these States will complete Aadhaar enrolment. States / UTs shall ensure that there is no duplication of the payment transferred to eligible families. Speedy reconciliation in case of wrong / incomplete bank details of the beneficiary should be ensured. 6.2  For the purpose of exclusion States have to take a self-declaration from the beneficiaries as detailed in par 4.2 above. In the said self-declaration taken by the States / UT Governments an undertaking should also be included wherein the consent of the beneficiaries should be taken for using the Aadhaar number for verification of his eligibility for the scheme with the concerned agencies.  This consent of the beneficiary should be “to agree that the department responsible for implementation of the Pradhan Mantri Kisan Samman Nidhi Yojana in Union Government or the State Government / Union Territory Administration can use the beneficiary Aadhaar number and other information provided in the declaration to verify the eligibility of the beneficiary for scheme as per extant scheme guidelines with the concerned agencies”. 6.3 The existing land-ownership system in the concerned State / UT will be used for identification of beneficiaries. Accordingly, it is of utmost importance that the land records are clear and updated. Further, State / UT Governments would also expedite the progress of digitization of the land records and linking the same with Aadhaar as well as bank details of the beneficiaries. 6.4 The lists of eligible beneficiaries would be published at the village level. Farmers’ families who are eligible but have been excluded should be provided an opportunity to represent their case."
12,Mobile number bhi dena hai,SUPPORTED,0.85,PM-KISAN,"[PM-KISAN] 6. Strategy for Implementation 6.1 The States shall prepare database of eligible beneficiary land holder farmer families in the villages capturing the Name, Age, Gender, Category (SC/ST), Aadhaar Number, Bank Account Number and the Mobile Number of the beneficiaries. Responsibility of identifying the land holder farmer family eligible for benefit under the scheme shall be of the State / UT Government. In case of beneficiaries in States of Assam, Meghalaya, J&K where Aadhaar number has not been issued to most of the citizens, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents such as Driving Licence, Voters’ ID Card, NREGA Job Card, or any other identification documents issued by Central / State / UT Governments or their authorities, etc. can be collected for identity verification purposes. These three States have been exempted from the requirement of Aadhaar number till 31.3.2021. In the meantime these States will complete Aadhaar enrolment. States / UTs shall ensure that there is no duplication of the payment transferred to eligible families. Speedy reconciliation in case of wrong / incomplete bank details of the beneficiary should be ensured. 6.2  For the purpose of exclusion States have to take a self-declaration from the beneficiaries as detailed in par 4.2 above. In the said self-declaration taken by the States / UT Governments an undertaking should also be included wherein the consent of the beneficiaries should be taken for using the Aadhaar number for verification of his eligibility for the scheme with the concerned agencies.  This consent of the beneficiary should be “to agree that the department responsible for implementation of the Pradhan Mantri Kisan Samman Nidhi Yojana in Union Government or the State Government / Union Territory Administration can use the beneficiary Aadhaar number and other information provided in the declaration to verify the eligibility of the beneficiary for scheme as per extant scheme guidelines with the concerned agencies”. 6.3 The existing land-ownership system in the concerned State / UT will be used for identification of beneficiaries. Accordingly, it is of utmost importance that the land records are clear and updated. Further, State / UT Governments would also expedite the progress of digitization of the land records and linking the same with Aadhaar as well as bank details of the beneficiaries. 6.4 The lists of eligible beneficiaries would be published at the village level. Farmers’ families who are eligible but have been excluded should be provided an opportunity to represent their case.
---
[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated."
12,woh mandatory nahi hai,CONTRADICTED,0.95,PM-KISAN,"[PM-KISAN] Whether giving Aadhaar details is mandatory for availing benefit under the Scheme? Aadhaar number was optional and not mandatory for release of 1st installment pertaining to the period 01 .12.2018 to 31.03.2019, whereas only possession of Aadhaar number was made mandatory for release of 2nd installment pertaining to the period 01 .04.2019 to 31 .07.2019. Further, Aadhaar seeding of beneficiaries' data was made mandatory for release of 3'o installment pertaining to the period 01.08.2019, and for subsequent installments onwards. Recently, however, Government has relaxed the mandatory requirement of Aadhaar seeding of beneficiaries' data upto 30.1 1.20'19. This mandatory requirement of Aadhaar seeding of the beneficiaries' data would continue to applicable for release of all installments w.e.f . O1 .12.2019. However, Assam, Meghalaya and Jammu & Kashmir, where Aadhaar penetration has not been much, have been given exemption from this mandatory requirement till 31.03.2020.
---
[PM-KISAN] Whether it details? is compulsory for beneficiaries to give their bank account Yes, the beneficiaries are required to provide their bank account details along with their Aadhaar number so as to credit the financial benefit under the scheme directly into their bank accounts. No benefit can be given if bank account details have not been provided."
13,Aadhaar card PM-KISAN ke liye mandatory hai,CONTRADICTED,0.9,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] Whether giving Aadhaar details is mandatory for availing benefit under the Scheme? Aadhaar number was optional and not mandatory for release of 1st installment pertaining to the period 01 .12.2018 to 31.03.2019, whereas only possession of Aadhaar number was made mandatory for release of 2nd installment pertaining to the period 01 .04.2019 to 31 .07.2019. Further, Aadhaar seeding of beneficiaries' data was made mandatory for release of 3'o installment pertaining to the period 01.08.2019, and for subsequent installments onwards. Recently, however, Government has relaxed the mandatory requirement of Aadhaar seeding of beneficiaries' data upto 30.1 1.20'19. This mandatory requirement of Aadhaar seeding of the beneficiaries' data would continue to applicable for release of all installments w.e.f . O1 .12.2019. However, Assam, Meghalaya and Jammu & Kashmir, where Aadhaar penetration has not been much, have been given exemption from this mandatory requirement till 31.03.2020."
13,Jammu & Kashmir ke kuch cases mein exemption di gayi hai,UNVERIFIABLE,0.9,PM-KISAN,"[PM-KISAN] Micro land holdings, which are not cultivable, are excluded from the benefit under the scheme.
---
[PM-KISAN] 4 Exclusions 4.1 The following categories of beneficiaries of higher economic status shall not be eligible for benefit under the scheme: (a) All Institutional Land holders; and (b) Farmer families in which one or more of its members belong to following categories : i) Former and present holders of constitutional posts ii) Former and present Ministers / State Ministers and former / present  Members of Lok Sabha / Rajya Sabha / State Legislative Assemblies / State Legislative Councils, former and present Mayors of Municipal Corporations, former and present Chairpersons of District Panchayats. iii) All serving or retired officers and employees of Central / State Government Ministries / Offices / Departments and their field units, Central or State PSEs and Attached offices / Autonomous Institutions under Government as well as regular employees of the Local Bodies (Excluding Multi Tasking Staff / Class IV / Group D employees) iv) All superannuated / retired pensioners whose monthly pension is Rs.10,000/- or more (Excluding Multi Tasking Staff / Class IV / Group D employees) v) All Persons who paid Income Tax in last assessment year. vi) Professionals like Doctors, Engineers, Lawyers, Chartered Accountants, and Architects registered with Professional bodies and carrying out profession by undertaking practices. (c) In case of new beneficiaries being uploaded on the PM-KISAN Portal, all land holding farmers’ families who are Non-resident Indians (NRIs) in terms of the provisions of the Income Tax Act, 1961 shall be excluded from any benefit under the Scheme. 4.2 For the purpose of exclusion State / UT Governments can certify the eligibility of the beneficiaries based on self declaration by the beneficiaries. In case beneficiary is not available / does not reside in the village, State / UT Governments may consider certification based on the declaration by other adult member of his / her family. In case of incorrect self declaration, beneficiary shall be liable for recovery of transferred financial benefit and other penal actions as per law."
13,"Jab tak aapke paas Aadhaar card nahi hai, toh aapko doosre documents jaise ki driving license, voter ID card, ya NREGA job card bhi submit karne pad sakte hain",SUPPORTED,0.97,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] 6. Strategy for Implementation 6.1 The States shall prepare database of eligible beneficiary land holder farmer families in the villages capturing the Name, Age, Gender, Category (SC/ST), Aadhaar Number, Bank Account Number and the Mobile Number of the beneficiaries. Responsibility of identifying the land holder farmer family eligible for benefit under the scheme shall be of the State / UT Government. In case of beneficiaries in States of Assam, Meghalaya, J&K where Aadhaar number has not been issued to most of the citizens, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents such as Driving Licence, Voters’ ID Card, NREGA Job Card, or any other identification documents issued by Central / State / UT Governments or their authorities, etc. can be collected for identity verification purposes. These three States have been exempted from the requirement of Aadhaar number till 31.3.2021. In the meantime these States will complete Aadhaar enrolment. States / UTs shall ensure that there is no duplication of the payment transferred to eligible families. Speedy reconciliation in case of wrong / incomplete bank details of the beneficiary should be ensured. 6.2  For the purpose of exclusion States have to take a self-declaration from the beneficiaries as detailed in par 4.2 above. In the said self-declaration taken by the States / UT Governments an undertaking should also be included wherein the consent of the beneficiaries should be taken for using the Aadhaar number for verification of his eligibility for the scheme with the concerned agencies.  This consent of the beneficiary should be “to agree that the department responsible for implementation of the Pradhan Mantri Kisan Samman Nidhi Yojana in Union Government or the State Government / Union Territory Administration can use the beneficiary Aadhaar number and other information provided in the declaration to verify the eligibility of the beneficiary for scheme as per extant scheme guidelines with the concerned agencies”. 6.3 The existing land-ownership system in the concerned State / UT will be used for identification of beneficiaries. Accordingly, it is of utmost importance that the land records are clear and updated. Further, State / UT Governments would also expedite the progress of digitization of the land records and linking the same with Aadhaar as well as bank details of the beneficiaries. 6.4 The lists of eligible beneficiaries would be published at the village level. Farmers’ families who are eligible but have been excluded should be provided an opportunity to represent their case."
13,"generally, Aadhaar card mandatory hai PM-KISAN ke benefits ke liye",SUPPORTED,0.95,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] Who are not eligible to get benefits under the Scheme? (What are the Exclusion Criteria under the Scheme?) Under the PM-KISAN scheme, all landholding farmers' famities shall be provided the financial benefit of Rs.6000/- per annum per family payable in three equal installments of Rs.2000/- each, every four months."
14,"Land ownership proof ke liye aapko apna land ka document dena hota hai, jaise ki land record ya ownership certificate",SUPPORTED,0.78,PM-KISAN,"[PM-KISAN] Will any individual or farmer family owning more than 2 hectare of cultivable land get any benefit under the scheme? Yes. The ambit of the scheme has been extended to cover all farmer families, irrespective of the size of their land holdings.
---
[PM-KISAN] What is the definition of 'family' under the Scheme? A landholder farmer's family is defined as ""a family comprising of husband, wife and minor children who own cultivable land as per the land records of the concerned State/UT"". The existing land-ownership system will be used for identification of beneficiaries for calculation of benefit. 17. ls any person / farmer who is not having land holding in his / her own name, but is cultivating land owned by his / her father / forefathers is eligible to get benefit under the Scheme? No. The land must be in his / her own name. lf the land ownership has been transferred in his / her name on account of succession then he / she will be eligible. No. Land holding is the sole criteria to avail the benefit under the Scheme"
14,PM Awas Yojana mein to yeh clearly likha hai ki beneficiaries ko ownership proof of land dena hota hai,UNVERIFIABLE,0.9,PM-KISAN,"[PM-KISAN] How the beneficiaries under the Scheme will be identified and shortlisted for payment of intended benefit? The responsibility of identifying the eligible farmers' families for benefit under the scheme is entirely of the State/UT Governments. The prevailing land-ownership system / record of land in different States/Union Territories will be used to identify the intended beneficiaries for transfer of scheme benefits.
---
[PM-KISAN] 6. Strategy for Implementation 6.1 The States shall prepare database of eligible beneficiary land holder farmer families in the villages capturing the Name, Age, Gender, Category (SC/ST), Aadhaar Number, Bank Account Number and the Mobile Number of the beneficiaries. Responsibility of identifying the land holder farmer family eligible for benefit under the scheme shall be of the State / UT Government. In case of beneficiaries in States of Assam, Meghalaya, J&K where Aadhaar number has not been issued to most of the citizens, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents such as Driving Licence, Voters’ ID Card, NREGA Job Card, or any other identification documents issued by Central / State / UT Governments or their authorities, etc. can be collected for identity verification purposes. These three States have been exempted from the requirement of Aadhaar number till 31.3.2021. In the meantime these States will complete Aadhaar enrolment. States / UTs shall ensure that there is no duplication of the payment transferred to eligible families. Speedy reconciliation in case of wrong / incomplete bank details of the beneficiary should be ensured. 6.2  For the purpose of exclusion States have to take a self-declaration from the beneficiaries as detailed in par 4.2 above. In the said self-declaration taken by the States / UT Governments an undertaking should also be included wherein the consent of the beneficiaries should be taken for using the Aadhaar number for verification of his eligibility for the scheme with the concerned agencies.  This consent of the beneficiary should be “to agree that the department responsible for implementation of the Pradhan Mantri Kisan Samman Nidhi Yojana in Union Government or the State Government / Union Territory Administration can use the beneficiary Aadhaar number and other information provided in the declaration to verify the eligibility of the beneficiary for scheme as per extant scheme guidelines with the concerned agencies”. 6.3 The existing land-ownership system in the concerned State / UT will be used for identification of beneficiaries. Accordingly, it is of utmost importance that the land records are clear and updated. Further, State / UT Governments would also expedite the progress of digitization of the land records and linking the same with Aadhaar as well as bank details of the beneficiaries. 6.4 The lists of eligible beneficiaries would be published at the village level. Farmers’ families who are eligible but have been excluded should be provided an opportunity to represent their case."
14,"PM-KISAN mein bhi land records ka mention hai, jahan par land ownership ki details hoti hain",UNVERIFIABLE,0.9,PM-KISAN,"[PM-KISAN] What is the mandatory information required to be submitted on PM-KISAN portal for the transfer of benefits? The following informatron / documents are requlred to be furnished by the farmers for enrollment under PI\/-Kisan Scheme (i) Name, Age, Gender and Category (SC/ST) (ii) Aadhaar Number [except in case of farmers in the States of Assam, lr/eghalaya and J&K (now UTs of J&K and Laddakh), where Aadhaar number has not been issued to most of the citizens, and therefore these States have been exempted from the requirement till 31't N/arch, 2020. ln these States / UTs, Aadhaar number shall be collected for those beneficiaries where it is available and for others alternate prescribed documents can be collected for identity verification purposes by the States/UT Governments, like Aadhaar Enrollment 18. ls any person / farmer who is cultivating a land but is not having the land holding in his / her own name, for example tenant farmers, is eligible to get benefit under the Scheme? (iii) (iv) Number and / or any other prescribed documents for purposes of the identification such as Driving Licence, Voters' lD Card, NREGA Job Card, or any other identification documents issued by Central/State/UT Governments or their authoritres, etc.) Bank Account Number and IFSC Code. [\tlobile number - though it is not mandatory but it is advised that when available it may be provided so that the information related to transfer of benefit can be communicated.
---
[PM-KISAN] 1. Scheme With a view to provide income support to all landholding farmers’ families in the country, having cultivable land, the Central Government has implemented a Central Sector Scheme, namely, “Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)”."
